transaction_id,date,customer_id,account_type,transaction_type,amount,currency,channel,device,city,status,balance_after,fraud_flag
OB000240,4/14/2025,C00341,Current,Transfer,3203.12,USD,Mobile App,Desktop,Karachi,Pending,26669.5,1
OB000241,5/13/2025,C00321,Current,Deposit,4374.47,USD,Mobile App,Desktop,Islamabad,Pending,42194.25,0
OB000242,3/24/2025,C00241,Current,Deposit,3562.64,USD,Mobile App,Desktop,Lahore,Failed,44237.09,1
OB000243,7/28/2025,C00291,Current,Bill Payment,4817.8,USD,Mobile App,Desktop,Peshawar,Completed,6675.44,0
OB000244,11/27/2025,C00200,Savings,Deposit,1665.31,USD,Mobile App,iOS,Karachi,Failed,28650.73,1
OB000245,4/12/2025,C00337,Savings,Bill Payment,2527.39,USD,Mobile App,iOS,Islamabad,Completed,16663.81,0
OB000246,10/25/2025,C00178,Savings,Deposit,4692.94,USD,Mobile App,Desktop,Lahore,Completed,18612.87,1
OB000247,3/3/2025,C00241,Current,Deposit,334.28,USD,Web,Android,Karachi,Failed,40082.59,0
OB000248,8/5/2025,C00361,Savings,Transfer,4971.85,USD,Web,Desktop,Lahore,Pending,14308.7,0
OB000249,2/26/2025,C00379,Current,Withdrawal,3776.69,USD,Web,iOS,Islamabad,Pending,36714.08,0
OB000250,12/2/2025,C00009,Savings,Withdrawal,2804.71,USD,Web,Desktop,Karachi,Completed,13679.43,1
OB000251,9/21/2025,C00360,Current,Transfer,4089.33,USD,Mobile App,Desktop,Peshawar,Failed,39169.64,0
OB000252,2/27/2025,C00178,Savings,Transfer,4257.7,USD,Mobile App,Desktop,Islamabad,Pending,23244.04,0
OB000253,8/10/2025,C00392,Current,Withdrawal,2642.91,USD,Mobile App,Android,Peshawar,Failed,42950.75,0
OB000254,12/18/2025,C00258,Current,Deposit,1597.68,USD,Mobile App,iOS,Peshawar,Failed,20278.04,0
OB000255,12/23/2025,C00381,Current,Bill Payment,2518.83,USD,Web,Desktop,Peshawar,Failed,17507,0
OB000256,2/9/2025,C00367,Savings,Transfer,1765.32,USD,Mobile App,Desktop,Peshawar,Failed,26887.8,1
OB000257,9/18/2025,C00067,Current,Bill Payment,771.38,USD,Mobile App,Desktop,Islamabad,Pending,22481.48,0
OB000258,1/25/2025,C00055,Savings,Deposit,2443.31,USD,Mobile App,Desktop,Lahore,Failed,340.52,1
OB000259,11/1/2025,C00340,Current,Withdrawal,3161.33,USD,Web,iOS,Lahore,Pending,24878.54,0
OB000260,2/19/2025,C00091,Current,Withdrawal,1536.28,USD,Mobile App,Desktop,Lahore,Pending,30952.1,0
OB000261,5/18/2025,C00254,Savings,Bill Payment,2378.52,USD,Mobile App,iOS,Peshawar,Failed,7733.39,0
OB000262,7/7/2025,C00222,Savings,Withdrawal,1616.12,USD,Mobile App,iOS,Islamabad,Pending,26974.92,0
OB000263,2/2/2025,C00206,Savings,Transfer,1172.11,USD,Web,iOS,Islamabad,Failed,16474.05,0
OB000264,8/21/2025,C00111,Savings,Withdrawal,937.34,USD,Web,Desktop,Karachi,Failed,36254.08,1
OB000265,10/21/2025,C00390,Savings,Deposit,2693.18,USD,Web,Android,Islamabad,Pending,46493,1
OB000266,10/17/2025,C00182,Current,Deposit,454.53,USD,Web,Android,Karachi,Pending,17590.59,0
OB000267,6/8/2025,C00318,Current,Transfer,3668.79,USD,Mobile App,Android,Lahore,Failed,42141.92,1
OB000268,5/10/2025,C00245,Savings,Transfer,276.68,USD,Mobile App,iOS,Lahore,Pending,31530.47,1
OB000269,1/9/2025,C00120,Current,Bill Payment,2658.78,USD,Mobile App,iOS,Peshawar,Failed,29739.55,0
OB000270,9/5/2025,C00306,Savings,Transfer,3716.75,USD,Mobile App,Android,Peshawar,Failed,34646.51,0
OB000271,7/12/2025,C00377,Current,Transfer,2197.34,USD,Web,iOS,Lahore,Completed,37329,0
OB000272,3/26/2025,C00044,Current,Deposit,3218.19,USD,Web,iOS,Islamabad,Failed,31429.92,0
OB000273,7/13/2025,C00118,Savings,Bill Payment,4776.4,USD,Web,Android,Lahore,Completed,36559.38,0
OB000274,6/10/2025,C00153,Savings,Withdrawal,1860.56,USD,Web,Desktop,Karachi,Pending,18289.28,1
OB000275,9/14/2025,C00367,Savings,Withdrawal,2876.24,USD,Web,Desktop,Peshawar,Completed,27400.67,0
OB000276,9/24/2025,C00396,Savings,Transfer,2817.08,USD,Web,iOS,Lahore,Failed,21346.11,0
OB000277,5/9/2025,C00017,Savings,Withdrawal,3945.08,USD,Web,Desktop,Lahore,Completed,5995.14,1
OB000278,3/13/2025,C00163,Current,Bill Payment,2185.03,USD,Mobile App,iOS,Lahore,Failed,13237.86,0
OB000279,1/13/2025,C00023,Current,Transfer,2695.81,USD,Web,Desktop,Karachi,Failed,43583.9,0
OB000280,4/18/2025,C00180,Savings,Bill Payment,2681.36,USD,Mobile App,Desktop,Karachi,Pending,20795.12,0
OB000281,4/21/2025,C00117,Savings,Withdrawal,1204.69,USD,Mobile App,Desktop,Peshawar,Completed,5149.75,0
OB000282,7/19/2025,C00045,Savings,Bill Payment,3057.7,USD,Mobile App,Desktop,Karachi,Pending,10139.36,0
OB000283,8/27/2025,C00383,Current,Bill Payment,3425.02,USD,Mobile App,Desktop,Lahore,Completed,13118.69,0
OB000284,11/2/2025,C00044,Savings,Deposit,1847.49,USD,Mobile App,Android,Peshawar,Completed,3319.32,0
OB000285,5/5/2025,C00142,Savings,Withdrawal,487.51,USD,Mobile App,Desktop,Peshawar,Pending,4559.72,1
OB000286,2/22/2025,C00251,Savings,Deposit,2484.71,USD,Mobile App,iOS,Lahore,Pending,3324.23,0
OB000287,11/13/2025,C00169,Current,Deposit,2614.01,USD,Web,iOS,Karachi,Failed,47112.68,1
OB000288,9/28/2025,C00260,Savings,Bill Payment,3804.28,USD,Mobile App,iOS,Peshawar,Pending,14993.77,0
OB000289,4/11/2025,C00163,Savings,Withdrawal,3630.67,USD,Mobile App,Android,Karachi,Failed,25341.51,1
OB000290,8/28/2025,C00269,Current,Deposit,4839.76,USD,Mobile App,Android,Islamabad,Failed,25732.56,0
OB000291,2/7/2025,C00241,Current,Deposit,601.77,USD,Web,iOS,Peshawar,Failed,22014.02,0
OB000292,7/26/2025,C00312,Savings,Deposit,850.82,USD,Mobile App,Desktop,Islamabad,Pending,28421.75,0
OB000293,7/20/2025,C00153,Savings,Bill Payment,377.91,USD,Web,Android,Lahore,Pending,44546.07,0
OB000294,10/9/2025,C00015,Savings,Withdrawal,1108.8,USD,Mobile App,Android,Islamabad,Pending,47004.92,0
OB000295,10/18/2025,C00066,Current,Bill Payment,1447.98,USD,Web,iOS,Lahore,Failed,42361.55,0
OB000296,3/12/2025,C00175,Savings,Transfer,655.64,USD,Web,iOS,Lahore,Failed,20338.53,0
OB000297,12/8/2025,C00295,Current,Transfer,1093.21,USD,Web,Desktop,Lahore,Pending,7225.6,0
OB000298,12/25/2025,C00226,Current,Bill Payment,4736.9,USD,Web,Android,Islamabad,Failed,24125.15,1
OB000299,4/8/2025,C00036,Current,Transfer,393.97,USD,Mobile App,Desktop,Karachi,Completed,22813.7,0
OB000300,3/13/2025,C00243,Savings,Bill Payment,2034.44,USD,Mobile App,Desktop,Peshawar,Failed,17205.42,0
OB000301,2/10/2025,C00251,Current,Bill Payment,2027.66,USD,Web,iOS,Karachi,Pending,41800.97,0
OB000302,9/1/2025,C00191,Savings,Deposit,3497.54,USD,Web,Desktop,Karachi,Pending,40218.8,1
OB000303,9/3/2025,C00186,Current,Deposit,4637.61,USD,Web,Desktop,Islamabad,Completed,34264.09,0
OB000304,4/18/2025,C00197,Current,Bill Payment,1953.12,USD,Web,Android,Lahore,Pending,46473.62,1
OB000305,12/22/2025,C00010,Current,Bill Payment,4706.97,USD,Web,iOS,Lahore,Pending,3497.6,1
OB000306,7/20/2025,C00321,Savings,Deposit,866.23,USD,Web,Android,Lahore,Completed,736.89,0
OB000307,4/12/2025,C00059,Savings,Transfer,3813.23,USD,Mobile App,iOS,Lahore,Failed,45066.86,0
OB000308,9/14/2025,C00050,Savings,Withdrawal,3453.39,USD,Web,iOS,Lahore,Completed,12897.1,0
OB000309,4/28/2025,C00092,Savings,Deposit,3517.32,USD,Mobile App,iOS,Peshawar,Pending,8699.93,1
OB000310,6/11/2025,C00258,Current,Transfer,107.65,USD,Mobile App,Desktop,Islamabad,Completed,36149.98,1
OB000311,4/19/2025,C00353,Savings,Transfer,4874.78,USD,Mobile App,Desktop,Karachi,Completed,19956.47,1
OB000312,7/18/2025,C00138,Current,Bill Payment,3581.24,USD,Mobile App,Android,Islamabad,Failed,21714.89,1
OB000313,10/18/2025,C00051,Current,Withdrawal,1173.02,USD,Web,Android,Karachi,Completed,13571.36,0
OB000314,6/15/2025,C00037,Current,Deposit,4786.11,USD,Web,iOS,Peshawar,Pending,23582.49,0
OB000315,4/24/2025,C00287,Current,Bill Payment,3925.64,USD,Web,iOS,Peshawar,Completed,41722.11,1
OB000316,8/19/2025,C00001,Current,Bill Payment,2826.13,USD,Mobile App,Desktop,Lahore,Failed,15781.78,0
OB000317,6/24/2025,C00023,Current,Transfer,1472.74,USD,Web,Android,Peshawar,Completed,16941.05,0
OB000318,5/12/2025,C00048,Current,Withdrawal,968.4,USD,Web,iOS,Islamabad,Completed,43525.01,0
OB000319,2/8/2025,C00286,Savings,Bill Payment,316.75,USD,Web,Desktop,Lahore,Failed,25913.91,0
OB000320,8/26/2025,C00210,Current,Bill Payment,3291.3,USD,Mobile App,Desktop,Karachi,Failed,32781.96,0
OB000321,4/10/2025,C00022,Current,Withdrawal,3042.29,USD,Web,Desktop,Peshawar,Completed,46333.32,0
OB000322,2/6/2025,C00350,Current,Transfer,2228.96,USD,Mobile App,iOS,Islamabad,Failed,26904.66,0
OB000323,2/23/2025,C00350,Current,Bill Payment,3654.58,USD,Mobile App,Android,Peshawar,Pending,49476.37,0
OB000324,6/14/2025,C00384,Savings,Transfer,2649.58,USD,Mobile App,iOS,Islamabad,Failed,40569.77,0
OB000325,4/16/2025,C00086,Savings,Transfer,2159.7,USD,Web,iOS,Peshawar,Failed,35744.2,1
OB000326,10/6/2025,C00197,Savings,Transfer,1710.39,USD,Web,Desktop,Lahore,Completed,28326.52,0
OB000327,3/7/2025,C00039,Savings,Deposit,4319.49,USD,Web,iOS,Islamabad,Failed,20462.04,0
OB000328,10/22/2025,C00040,Savings,Bill Payment,3048.3,USD,Mobile App,Desktop,Islamabad,Failed,35689.98,0
OB000329,4/25/2025,C00259,Current,Withdrawal,1095.25,USD,Web,Android,Lahore,Completed,602.7,0
OB000330,7/18/2025,C00371,Savings,Withdrawal,4037.58,USD,Web,Desktop,Peshawar,Completed,196.59,0
OB000331,10/18/2025,C00151,Current,Bill Payment,4512.13,USD,Web,Desktop,Peshawar,Completed,38578.83,0
OB000332,3/28/2025,C00008,Current,Deposit,4635.8,USD,Mobile App,Desktop,Islamabad,Failed,34819.56,0
OB000333,7/5/2025,C00091,Current,Deposit,3339.41,USD,Mobile App,Desktop,Lahore,Failed,32309.68,0
OB000334,9/9/2025,C00186,Current,Deposit,656.28,USD,Mobile App,Desktop,Islamabad,Failed,4283.18,0
OB000335,2/11/2025,C00033,Savings,Deposit,1583.58,USD,Web,iOS,Karachi,Pending,15825.97,0
OB000336,5/5/2025,C00097,Savings,Bill Payment,2091.13,USD,Web,Desktop,Karachi,Completed,12809.52,0
OB000337,7/10/2025,C00130,Current,Bill Payment,3499.74,USD,Web,Desktop,Lahore,Failed,47460.22,0
OB000338,1/10/2025,C00162,Current,Deposit,3113.96,USD,Web,Desktop,Islamabad,Completed,42934.46,0
OB000339,11/22/2025,C00025,Savings,Transfer,3799.82,USD,Web,Desktop,Karachi,Pending,26663.04,0
OB000340,9/7/2025,C00184,Current,Transfer,1031.59,USD,Web,Desktop,Karachi,Completed,11011.13,1
OB000341,6/15/2025,C00376,Current,Withdrawal,1564.34,USD,Web,Android,Karachi,Failed,42322.54,0
OB000342,2/25/2025,C00015,Current,Bill Payment,1788.79,USD,Mobile App,Desktop,Karachi,Failed,44083.02,0
OB000343,5/24/2025,C00233,Savings,Deposit,4575.06,USD,Web,Desktop,Lahore,Completed,11971.89,1
OB000344,2/15/2025,C00229,Current,Deposit,3261.44,USD,Mobile App,Desktop,Peshawar,Pending,12660.23,0
OB000345,10/18/2025,C00136,Savings,Transfer,4926.12,USD,Web,Desktop,Peshawar,Completed,16588.5,1
OB000346,8/5/2025,C00192,Current,Transfer,4523.64,USD,Mobile App,Desktop,Peshawar,Failed,38773.47,0
OB000347,8/4/2025,C00063,Current,Withdrawal,988.6,USD,Web,iOS,Islamabad,Completed,24316.99,0
OB000348,8/6/2025,C00318,Savings,Withdrawal,206.2,USD,Web,Android,Lahore,Failed,14588.72,0
OB000349,4/26/2025,C00336,Savings,Bill Payment,43.48,USD,Web,Desktop,Lahore,Pending,29983.88,1
OB000350,1/4/2025,C00286,Current,Transfer,1129.53,USD,Web,Android,Islamabad,Failed,3392.14,0
OB000351,8/19/2025,C00292,Current,Transfer,3547.93,USD,Mobile App,iOS,Peshawar,Pending,27082.37,0
OB000352,11/21/2025,C00271,Current,Transfer,4566.75,USD,Mobile App,Desktop,Karachi,Failed,28676.18,0
OB000353,12/28/2025,C00002,Savings,Deposit,3803.98,USD,Web,iOS,Islamabad,Completed,44832.57,0
OB000354,2/3/2025,C00316,Savings,Bill Payment,1587.46,USD,Mobile App,Desktop,Islamabad,Completed,4319.18,0
OB000355,10/15/2025,C00049,Savings,Bill Payment,4521.67,USD,Web,Android,Peshawar,Completed,45776.48,0
OB000356,2/17/2025,C00369,Savings,Bill Payment,1001.43,USD,Mobile App,Android,Lahore,Completed,5766.95,1
OB000357,9/12/2025,C00147,Savings,Deposit,291.86,USD,Web,Desktop,Islamabad,Pending,2272.38,1
OB000358,3/22/2025,C00149,Current,Withdrawal,4466.04,USD,Web,iOS,Karachi,Pending,14646.66,0
OB000359,8/10/2025,C00284,Savings,Bill Payment,2879.34,USD,Web,Desktop,Lahore,Completed,32151.32,0
OB000360,2/24/2025,C00050,Savings,Withdrawal,2946.5,USD,Web,Android,Karachi,Failed,37044.32,0
OB000361,5/23/2025,C00032,Current,Withdrawal,4849.12,USD,Web,Android,Peshawar,Failed,30072.33,1
OB000362,7/26/2025,C00113,Current,Deposit,3908.92,USD,Mobile App,iOS,Lahore,Pending,49722.86,0
OB000363,5/27/2025,C00366,Current,Transfer,832.96,USD,Mobile App,iOS,Islamabad,Pending,11159.49,0
OB000364,4/1/2025,C00045,Current,Bill Payment,1756.33,USD,Mobile App,iOS,Peshawar,Completed,45576.05,1
OB000365,6/6/2025,C00035,Current,Bill Payment,4822.57,USD,Web,Desktop,Lahore,Completed,45721.87,1
OB000366,9/15/2025,C00353,Current,Bill Payment,4435.08,USD,Web,Android,Islamabad,Completed,23093.39,0
OB000367,11/5/2025,C00091,Savings,Bill Payment,2430.81,USD,Web,iOS,Lahore,Completed,44181.41,0
OB000368,9/16/2025,C00149,Current,Withdrawal,3136.92,USD,Web,Desktop,Islamabad,Pending,26058.25,0
OB000369,4/22/2025,C00391,Savings,Deposit,4341.87,USD,Web,Desktop,Karachi,Completed,25266.78,0
OB000370,6/4/2025,C00196,Savings,Transfer,1445.04,USD,Mobile App,iOS,Islamabad,Pending,26397.03,1
OB000371,7/21/2025,C00255,Current,Bill Payment,3557.57,USD,Mobile App,Android,Islamabad,Completed,6070.8,1
OB000372,3/21/2025,C00130,Current,Transfer,3952.3,USD,Web,iOS,Karachi,Pending,47251,1
OB000373,12/7/2025,C00382,Savings,Bill Payment,151.9,USD,Web,iOS,Lahore,Completed,5217.98,1
OB000374,11/12/2025,C00377,Current,Bill Payment,2695.03,USD,Web,Android,Lahore,Pending,28358.08,0
OB000375,12/12/2025,C00280,Current,Withdrawal,3244.76,USD,Web,Android,Islamabad,Completed,40623.08,0
OB000376,12/22/2025,C00213,Savings,Bill Payment,4386.32,USD,Web,Android,Peshawar,Failed,698.72,0
OB000377,4/26/2025,C00020,Current,Deposit,2173.01,USD,Web,iOS,Karachi,Failed,36892.02,0
OB000378,6/24/2025,C00166,Current,Deposit,4234.26,USD,Web,iOS,Islamabad,Completed,42407.34,0
OB000379,10/18/2025,C00198,Current,Deposit,1863.53,USD,Mobile App,iOS,Lahore,Failed,47196.54,1
OB000380,2/10/2025,C00252,Savings,Deposit,919.83,USD,Mobile App,Android,Lahore,Completed,23492.45,0
OB000381,12/3/2025,C00061,Current,Transfer,1406.37,USD,Mobile App,Desktop,Islamabad,Completed,47897.83,0
OB000382,8/10/2025,C00002,Current,Transfer,2410.1,USD,Web,Desktop,Lahore,Completed,48559.78,1
OB000383,12/3/2025,C00176,Savings,Bill Payment,192.62,USD,Mobile App,Android,Karachi,Completed,17004.88,1
OB000384,9/16/2025,C00039,Current,Deposit,3538.99,USD,Mobile App,Desktop,Lahore,Failed,45284.66,0
OB000385,5/18/2025,C00076,Savings,Bill Payment,146.46,USD,Mobile App,iOS,Lahore,Completed,10543.97,0
OB000386,9/5/2025,C00291,Current,Deposit,2882.07,USD,Web,Android,Karachi,Failed,12459.88,0
OB000387,6/26/2025,C00374,Savings,Transfer,3410.35,USD,Mobile App,Desktop,Lahore,Failed,21126.19,0
OB000388,10/11/2025,C00374,Current,Transfer,1165.58,USD,Web,Android,Lahore,Failed,18913.82,0
OB000389,7/17/2025,C00166,Current,Deposit,1618.67,USD,Web,iOS,Lahore,Failed,33407.23,1
OB000390,1/10/2025,C00370,Savings,Deposit,3512.37,USD,Mobile App,Desktop,Lahore,Completed,39632.61,0
OB000391,10/11/2025,C00075,Current,Transfer,735.01,USD,Mobile App,Desktop,Islamabad,Completed,29445.25,0
OB000392,3/25/2025,C00124,Savings,Transfer,2079.27,USD,Web,iOS,Karachi,Failed,24025.92,0
OB000393,6/18/2025,C00253,Savings,Transfer,1594.75,USD,Mobile App,Desktop,Lahore,Pending,37360.68,0
OB000394,3/17/2025,C00383,Savings,Withdrawal,3576.46,USD,Web,Desktop,Peshawar,Completed,25923.1,0
OB000395,1/4/2025,C00122,Current,Transfer,3732.12,USD,Mobile App,iOS,Peshawar,Pending,11545.82,0
OB000396,7/5/2025,C00112,Savings,Deposit,4126.95,USD,Mobile App,iOS,Peshawar,Completed,27436.87,0
OB000397,1/24/2025,C00086,Current,Deposit,2670.3,USD,Mobile App,Android,Lahore,Pending,18034.43,0
OB000398,4/13/2025,C00221,Savings,Withdrawal,480.74,USD,Web,Desktop,Karachi,Pending,31264.22,0
OB000399,1/11/2025,C00170,Savings,Bill Payment,1580.22,USD,Mobile App,iOS,Peshawar,Pending,30504.7,0
OB000400,12/5/2025,C00283,Current,Deposit,2746.53,USD,Web,Android,Peshawar,Completed,39739.34,0
OB000401,1/2/2025,C00015,Savings,Bill Payment,1322.92,USD,Web,iOS,Islamabad,Completed,23037.43,1
OB000402,4/4/2025,C00146,Current,Transfer,859.5,USD,Mobile App,Desktop,Lahore,Pending,11951.51,1
OB000403,11/26/2025,C00108,Current,Withdrawal,1943.11,USD,Web,Desktop,Islamabad,Pending,21639.59,0
OB000404,10/1/2025,C00389,Current,Transfer,1344.83,USD,Web,Desktop,Peshawar,Pending,17072.38,1
OB000405,1/7/2025,C00140,Current,Bill Payment,1703.64,USD,Web,iOS,Peshawar,Completed,49822.59,0
OB000406,11/13/2025,C00185,Current,Bill Payment,3544.52,USD,Mobile App,Desktop,Peshawar,Failed,15671.77,1
OB000407,2/7/2025,C00172,Current,Deposit,1103.03,USD,Web,iOS,Islamabad,Failed,47148.01,0
OB000408,8/28/2025,C00202,Savings,Bill Payment,1056.07,USD,Mobile App,Android,Peshawar,Completed,25406.57,1
OB000409,6/23/2025,C00325,Savings,Withdrawal,4293.73,USD,Mobile App,iOS,Lahore,Failed,26949.91,0
OB000410,10/12/2025,C00030,Current,Withdrawal,4651.09,USD,Web,Desktop,Islamabad,Pending,47612.48,0
OB000411,9/23/2025,C00362,Current,Transfer,354.23,USD,Web,Desktop,Islamabad,Completed,21517.51,1
OB000412,1/5/2025,C00293,Savings,Withdrawal,3024.13,USD,Web,Desktop,Peshawar,Completed,32188.72,0
OB000413,5/23/2025,C00274,Current,Bill Payment,3694.84,USD,Web,iOS,Peshawar,Pending,24135.67,0
OB000414,3/5/2025,C00008,Current,Bill Payment,1782.42,USD,Mobile App,Desktop,Karachi,Completed,42796.95,0
OB000415,1/14/2025,C00056,Current,Transfer,722.38,USD,Mobile App,Desktop,Karachi,Pending,1957.02,1
OB000416,12/22/2025,C00021,Current,Deposit,2372.04,USD,Mobile App,Desktop,Peshawar,Completed,5081.4,0
OB000417,1/23/2025,C00383,Current,Bill Payment,1228.14,USD,Web,iOS,Karachi,Failed,35835.4,1
OB000418,11/4/2025,C00111,Savings,Deposit,1213.33,USD,Web,Desktop,Karachi,Completed,47227.68,0
OB000419,12/13/2025,C00083,Savings,Transfer,1471.72,USD,Mobile App,iOS,Peshawar,Pending,1569.52,0
OB000420,7/28/2025,C00362,Savings,Transfer,2781.29,USD,Web,Desktop,Peshawar,Failed,49365.43,1
OB000421,7/19/2025,C00189,Savings,Bill Payment,655.1,USD,Web,iOS,Islamabad,Failed,13876.17,0
OB000422,6/11/2025,C00127,Savings,Bill Payment,4341.07,USD,Web,Android,Peshawar,Failed,46836.58,0
OB000423,11/8/2025,C00148,Current,Deposit,653.94,USD,Web,iOS,Islamabad,Failed,37492.5,0
OB000424,9/28/2025,C00036,Savings,Transfer,781.35,USD,Web,iOS,Peshawar,Completed,35116.49,1
OB000425,5/15/2025,C00393,Current,Transfer,1305.47,USD,Mobile App,Desktop,Lahore,Pending,13882.52,1
OB000426,5/1/2025,C00256,Current,Transfer,2911.72,USD,Web,iOS,Islamabad,Pending,41290.33,0
OB000427,1/18/2025,C00227,Savings,Deposit,2510.1,USD,Mobile App,Desktop,Karachi,Failed,20800,0
OB000428,11/24/2025,C00372,Current,Deposit,4979.05,USD,Web,iOS,Karachi,Completed,29587.48,0
OB000429,9/21/2025,C00249,Savings,Bill Payment,2371.95,USD,Web,iOS,Lahore,Pending,18860.83,0
OB000430,11/24/2025,C00273,Savings,Withdrawal,1853.67,USD,Web,Desktop,Peshawar,Failed,1244.06,0
OB000431,6/24/2025,C00230,Savings,Transfer,1856.43,USD,Web,Android,Islamabad,Pending,37296.62,0
OB000432,5/23/2025,C00317,Current,Withdrawal,3157.31,USD,Web,Desktop,Lahore,Failed,9000.8,0
OB000433,4/3/2025,C00324,Savings,Deposit,3405.73,USD,Web,iOS,Lahore,Pending,39595.59,1
OB000434,5/15/2025,C00297,Current,Bill Payment,3430.57,USD,Web,Android,Karachi,Failed,36866.43,0
OB000435,9/23/2025,C00137,Current,Withdrawal,2868.34,USD,Mobile App,iOS,Karachi,Failed,11567.45,0
OB000436,10/12/2025,C00246,Current,Bill Payment,4848.68,USD,Web,iOS,Peshawar,Completed,44910.62,0
OB000437,9/17/2025,C00312,Current,Bill Payment,2390.01,USD,Mobile App,Android,Lahore,Pending,22239.92,0
OB000438,8/3/2025,C00305,Savings,Deposit,4660.23,USD,Mobile App,Android,Lahore,Completed,18846.75,0
OB000439,11/27/2025,C00284,Savings,Deposit,4752.26,USD,Web,Android,Lahore,Completed,4317.46,0
OB000440,5/20/2025,C00109,Savings,Bill Payment,4194.46,USD,Web,Desktop,Islamabad,Failed,42527.98,0
OB000441,6/22/2025,C00260,Current,Deposit,1715.18,USD,Web,Desktop,Peshawar,Pending,16055,1
OB000442,10/18/2025,C00045,Current,Bill Payment,2091.03,USD,Mobile App,Android,Karachi,Failed,47267.68,0
OB000443,8/15/2025,C00277,Savings,Withdrawal,4808.41,USD,Mobile App,Android,Lahore,Completed,8805.33,0
OB000444,2/28/2025,C00009,Savings,Withdrawal,1139.11,USD,Web,iOS,Peshawar,Failed,30391.88,0
OB000445,9/15/2025,C00053,Current,Withdrawal,3176.35,USD,Mobile App,Desktop,Lahore,Completed,39358.16,1
OB000446,11/11/2025,C00375,Current,Bill Payment,3357.09,USD,Mobile App,Desktop,Peshawar,Completed,21848.49,0
OB000447,1/11/2025,C00118,Savings,Transfer,3177.5,USD,Web,Desktop,Islamabad,Failed,34007,1
OB000448,6/16/2025,C00297,Current,Deposit,4282.15,USD,Mobile App,Desktop,Peshawar,Pending,6045.99,0
OB000449,1/2/2025,C00015,Current,Deposit,4028.08,USD,Web,Desktop,Islamabad,Completed,5332.06,0
OB000450,10/24/2025,C00041,Savings,Bill Payment,3750.82,USD,Web,Desktop,Islamabad,Completed,44006.6,0
OB000451,12/9/2025,C00375,Savings,Bill Payment,2997.18,USD,Mobile App,iOS,Islamabad,Pending,47769.38,1
OB000452,11/23/2025,C00092,Savings,Withdrawal,770.64,USD,Web,iOS,Islamabad,Completed,33156.2,1
OB000453,3/17/2025,C00140,Savings,Bill Payment,4725.15,USD,Mobile App,Android,Lahore,Failed,23458.36,0
OB000454,12/17/2025,C00043,Current,Bill Payment,4785,USD,Mobile App,Android,Karachi,Failed,20056.96,0
OB000455,10/12/2025,C00013,Current,Transfer,1376.66,USD,Web,Desktop,Peshawar,Completed,40907.5,0
OB000456,10/18/2025,C00069,Savings,Withdrawal,3633.24,USD,Mobile App,iOS,Lahore,Completed,18393.58,0
OB000457,11/18/2025,C00182,Current,Withdrawal,1936.83,USD,Mobile App,iOS,Lahore,Pending,42584.42,1
OB000458,2/19/2025,C00004,Current,Withdrawal,3569.4,USD,Web,iOS,Islamabad,Failed,24011.39,0
OB000459,1/2/2025,C00370,Current,Transfer,1877.2,USD,Mobile App,Android,Peshawar,Failed,38600.66,0
OB000460,11/20/2025,C00216,Savings,Deposit,2203.88,USD,Web,iOS,Islamabad,Failed,10262.66,1
OB000461,2/24/2025,C00307,Savings,Bill Payment,319.83,USD,Web,iOS,Peshawar,Completed,32667.35,0
OB000462,1/12/2025,C00189,Current,Bill Payment,1715.83,USD,Web,Android,Lahore,Completed,11702.1,0
OB000463,6/20/2025,C00147,Current,Bill Payment,1383.92,USD,Mobile App,iOS,Karachi,Pending,40396.48,0
OB000464,2/9/2025,C00134,Savings,Transfer,1245.61,USD,Web,Desktop,Islamabad,Completed,19649.75,0
OB000465,1/13/2025,C00361,Current,Transfer,4238.72,USD,Mobile App,Desktop,Islamabad,Completed,31860.56,0
OB000466,2/4/2025,C00158,Savings,Transfer,4724.16,USD,Mobile App,iOS,Lahore,Failed,42072.64,0
OB000467,9/3/2025,C00299,Savings,Transfer,2995.92,USD,Web,Desktop,Lahore,Failed,28776.56,1
OB000468,4/7/2025,C00400,Savings,Bill Payment,2575.26,USD,Web,Android,Karachi,Failed,33585.74,0
OB000469,9/20/2025,C00148,Savings,Deposit,4703.87,USD,Mobile App,Desktop,Peshawar,Completed,35529.64,1
OB000470,11/16/2025,C00112,Savings,Withdrawal,1663.15,USD,Mobile App,Desktop,Islamabad,Pending,23751.01,0
OB000471,7/6/2025,C00227,Savings,Transfer,3567.91,USD,Web,iOS,Lahore,Pending,41057.47,1
OB000472,12/11/2025,C00141,Current,Withdrawal,714.55,USD,Web,Android,Peshawar,Completed,29028.75,0
OB000473,6/25/2025,C00082,Savings,Transfer,4443.13,USD,Web,Desktop,Islamabad,Failed,585.74,0
OB000474,1/26/2025,C00202,Savings,Bill Payment,1044.33,USD,Web,Android,Peshawar,Failed,6110.02,0
OB000475,3/9/2025,C00338,Current,Bill Payment,1883.77,USD,Mobile App,Desktop,Lahore,Pending,28339.87,0
OB000476,7/10/2025,C00016,Current,Bill Payment,2894.92,USD,Mobile App,iOS,Karachi,Failed,2815.04,0
OB000477,1/17/2025,C00044,Current,Withdrawal,840.05,USD,Mobile App,iOS,Karachi,Completed,49577.58,0
OB000478,9/8/2025,C00255,Current,Transfer,1598.85,USD,Mobile App,Desktop,Lahore,Completed,8738.9,0
